golden_id,record_id,conversation_state,intent,escalate,label_confidence,rationale,model,codebook_version,max_tokens,temperature,request_timeout_s
G044,463190,issue_followup,purchases_billing_orders,yes,high,The customer is following up on a refund request and mentions they have already contacted support about this issue.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G045,668438,issue_followup,entitlements_subscriptions_codes,no,high,The customer is expressing frustration regarding the previously raised issue of a missing subscription.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G046,702357,new_issue,purchases_billing_orders,yes,high,The customer is asking about a refund in response to a brand announcement regarding accidental purchases.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G047,567806,new_issue,account_access_profile,yes,high,"The customer reports their account has been hacked, which is an account_access_profile issue and triggers the high-risk account_compromised rule.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G048,2508707,new_issue,entitlements_subscriptions_codes,yes,high,"Per T6, mentioning Gold in the context of not being able to play online directs the intent to entitlements, which requires account-specific investigation.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G049,565188,new_issue,hardware_devices,yes,high,"The customer reports a hardware audio issue and uses profanity/insults towards the device, triggering the strong_anger rule on a medium-risk intent.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G050,975522,new_issue,purchases_billing_orders,yes,high,"The customer is reporting a discrepancy between the advertised price and the actual amount charged, which is a billing issue.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G052,2710677,new_issue,purchases_billing_orders,yes,high,"The customer is questioning a price change following a sale, which falls under the pricing and sales category of purchases_billing_orders.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G053,23436,new_issue,account_access_profile,yes,high,"The user is reporting a sign-in error, which falls under account access profile and requires account-specific troubleshooting.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G055,2926569,issue_followup,enforcement_safety,no,high,The customer is asking a follow-up question about whether using a game glitch constitutes a violation of the code of conduct.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G056,2899257,new_issue,product_info_feedback,no,high,The customer is asking a compatibility question regarding external storage capacity.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G057,2920247,new_issue,entitlements_subscriptions_codes,yes,high,The customer is reporting that a paid subscription is not being recognized on their account.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G058,2511133,new_issue,enforcement_safety,yes,high,"The customer is disputing a ban and making legal threats, which triggers the harm_or_legal risk rule.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G059,2868605,new_issue,product_info_feedback,no,high,The customer is asking a how-to question regarding the mechanics of achievement points and quests.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G061,667611,issue_followup,enforcement_safety,no,high,The customer is following up on the brand's suggestion to perform a case review regarding their communication ban.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G062,2961531,new_issue,product_info_feedback,no,high,The customer is asking a question about feature availability and how to use a specific function (streaming to Facebook).,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G063,105851,issue_followup,connectivity_xbox_live,no,high,The customer is providing more details about the party chat connection and disconnection issue in response to the brand's question.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G064,2579790,new_issue,purchases_billing_orders,yes,high,"The customer is asking for the procedure to obtain a refund, which is a billing and purchase matter.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G065,1252649,new_issue,entitlements_subscriptions_codes,yes,high,"The customer is reporting issues accessing and downloading purchased Xbox 360 games, which is an entitlement issue requiring account-specific lookup.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G067,863742,social_offtopic,,no,high,"The customer is providing advice and sharing their experience to another user, not making a support request to the brand.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G068,2617433,issue_followup,hardware_devices,yes,high,The customer is following up on a controller issue and explicitly states that the troubleshooting steps provided were unsuccessful.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G069,2654303,new_issue,software_game_app,no,high,The customer is reporting a specific app (YouTube) crashing on their console.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G070,2708784,issue_followup,purchases_billing_orders,yes,high,"The customer is following up on a billing issue, stating the suggested contact method failed.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G071,546900,new_issue,product_info_feedback,no,high,The customer is asking a how-to/information seeking question about the size of a system update during setup.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G072,120892,issue_followup,enforcement_safety,no,high,The customer is providing details to clarify their previous inquiry regarding a potential TOS violation.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G073,564261,issue_followup,enforcement_safety,no,high,The customer is following up on a previously raised ban issue by questioning the reasoning behind the enforcement.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G074,175092,issue_followup,purchases_billing_orders,yes,high,"The customer is following up on the brand's suggestion to contact live chat regarding a refund, so the issue remains open.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G075,702394,new_issue,entitlements_subscriptions_codes,yes,high,"The customer is reporting a missing reward/gift from a Game Pass challenge, which is an entitlement issue.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G076,447532,social_offtopic,,no,high,"The customer is sharing a personal anecdote about a past repair in response to another user, which does not constitute a support request.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G077,488311,new_issue,enforcement_safety,no,high,The customer is addressing a report and potential ban regarding claims of hacking.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G078,564246,issue_followup,hardware_devices,yes,high,"The customer tried the suggested troubleshooting step (using a different cable), but the issue persists with a new error message, triggering the steps_failed rule.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G079,2871789,new_issue,purchases_billing_orders,yes,high,The customer is requesting a refund for a game purchase.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G080,340459,new_issue,hardware_devices,yes,high,The customer reports multiple hardware/software issues and explicitly requests a return and replacement (ACCOUNT_SPECIFIC).,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G081,2528982,new_issue,software_game_app,no,high,"The user is reporting that notifications are still appearing despite settings being adjusted, which is a misbehaving app feature.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G082,2819967,new_issue,entitlements_subscriptions_codes,yes,high,"The customer is reporting a failure to redeem a gift code, which is an entitlement issue requiring account-specific lookup.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G083,2516434,new_issue,purchases_billing_orders,yes,high,"The customer is requesting a refund for a purchase, which is a high-risk billing intent.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G084,2715726,issue_followup,enforcement_safety,no,high,"The customer is acknowledging the brand's advice and stating they will follow it, which constitutes a follow-up on the existing issue regarding leaderboard hacking.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G085,2916170,new_issue,install_download_update,no,high,The customer is reporting an issue with game updates and using profanity/insults.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G086,2923708,new_issue,needs_more_context,no,high,The message is a bare help request for a phone number without specifying the underlying support issue.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G087,2854021,new_issue,account_access_profile,yes,high,"The customer is requesting a change to their account's age/profile settings, which requires account-specific intervention.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G088,1352084,new_issue,product_info_feedback,no,high,The customer is asking a question about the expected physical appearance and packaging of a product.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G089,509881,new_issue,install_download_update,yes,high,"The customer reports a failed system update and mentions they already tried a reset, which triggers the steps_failed rule.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G090,241059,issue_followup,software_game_app,no,high,The customer is answering the brand's clarifying questions regarding the ongoing screenshot upload error.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G091,121807,new_issue,product_info_feedback,no,high,The customer is asking a question about product functionality/compatibility in response to a brand announcement.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G092,1327687,acknowledgement_closing,,no,high,"The customer confirms the issue is resolved and thanks the brand, leaving no unresolved support issue.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G093,2705236,issue_followup,purchases_billing_orders,yes,high,The customer is following up on a refund request and reporting that the brand's suggested troubleshooting step did not work.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G094,2420232,new_issue,connectivity_xbox_live,no,high,"The user is reporting an error within party chat, which falls under the connectivity_xbox_live intent.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G095,1757577,issue_followup,software_game_app,no,high,The customer provides additional details about the search function issue in response to the brand's request for more information.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G096,2975923,new_issue,connectivity_xbox_live,no,high,"The user is reporting connectivity issues with party chat and game servers, while expressing frustration with the service.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G097,514978,new_issue,enforcement_safety,no,high,The customer is reporting a ban and expressing frustration.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G098,2586836,issue_followup,purchases_billing_orders,yes,high,"The customer is following up on a failed purchase attempt, which is a billing issue.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G099,2782545,new_issue,purchases_billing_orders,yes,high,The customer is requesting a refund for a digital game purchase.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G100,515000,new_issue,connectivity_xbox_live,no,high,"The customer reports a server issue error message preventing access to the game, which falls under connectivity to game servers.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G101,2896393,social_offtopic,,no,high,"The customer is providing advice to another user, which constitutes social interaction rather than a support request to the brand.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G102,545519,new_issue,enforcement_safety,no,high,"The customer is questioning a communication ban, which falls under the enforcement_safety intent.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G103,170620,new_issue,purchases_billing_orders,yes,high,The customer is reporting an unexpected charge after canceling a subscription and is requesting a refund.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G104,858904,new_issue,software_game_app,no,high,"The customer is requesting a fix for a specific application (Upload Studio), implying a software malfunction or bug.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G108,2874276,new_issue,needs_more_context,no,high,The customer mentions an issue but provides no specific details about what the problem is.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G109,545544,new_issue,connectivity_xbox_live,no,high,The customer reports being disconnected from Xbox Live and uses profanity.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G111,661186,new_issue,hardware_devices,no,high,The customer is reporting a hardware power issue with their Xbox One and asking for troubleshooting steps.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G112,570275,acknowledgement_closing,,no,high,"The customer confirms the issue was fixed, meaning no unresolved support issue remains.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G114,2693439,new_issue,entitlements_subscriptions_codes,yes,high,"The customer reports a purchase was made but the game was not received, requiring an account-specific lookup of the entitlement.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G115,2682305,new_issue,connectivity_xbox_live,no,high,The customer is asking if Xbox Live services are currently experiencing an outage.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G117,593795,issue_followup,hardware_devices,yes,high,"The customer provides an update identifying the controller as the problem and asks if it is fixable, which is a request for repair/servicing information.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G118,493803,new_issue,account_access_profile,yes,high,The customer is unable to access or manage their account because the security code is being sent to an email address they do not have.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G120,2707875,new_issue,enforcement_safety,no,high,The customer is reporting a specific player for malicious conduct and account hacking.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G121,2636050,new_issue,connectivity_xbox_live,yes,high,The customer reports a connectivity issue and explicitly states that troubleshooting steps have already been attempted without success.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G122,2591633,issue_followup,entitlements_subscriptions_codes,no,high,The customer is answering a clarifying question regarding the original game sharing issue.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G123,573030,new_issue,product_info_feedback,no,high,The customer is asking a how-to question regarding a system setting and its requirements.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G124,2855552,acknowledgement_closing,,no,high,"The customer thanks the brand and indicates the issue is resolved, leaving no unresolved support issue.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G125,2585946,issue_followup,enforcement_safety,no,high,"The customer is disputing a ban/suspension mentioned in the context, which is an enforcement_safety issue.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G126,523165,issue_followup,hardware_devices,no,high,The customer provides specific symptoms (colorful screen with lines) to follow up on their previous report of the console dying.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G128,2796698,new_issue,entitlements_subscriptions_codes,yes,high,"The customer is reporting a missing game entitlement previously obtained via Games with Gold, which requires account-specific investigation.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G129,2795214,new_issue,product_info_feedback,no,high,The customer is asking a how-to question regarding where to find a code during setup.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G130,241134,new_issue,product_info_feedback,no,high,"The customer is asking about future updates and capabilities for the media player, which falls under product info and feedback.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G131,601589,new_issue,product_info_feedback,no,high,The customer is expressing a negative opinion on the Xbox One's UI design compared to the Xbox 360.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G132,2856902,issue_followup,enforcement_safety,no,high,"The customer is providing additional context regarding their ban and expressing skepticism about the appeal process, continuing the existing enforcement issue.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G134,40580,new_issue,product_info_feedback,no,high,The customer is asking a question about how the controller works or why it behaves a certain way.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G135,560712,issue_followup,connectivity_xbox_live,yes,high,"The customer is following up on the connectivity issue, stating that the provided troubleshooting steps did not work.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G136,467213,social_offtopic,,no,high,"The customer is providing praise for the support team, which falls under the social_offtopic state.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G137,542766,new_issue,connectivity_xbox_live,no,high,"The user reports an error code (0x80072f8f) when attempting to launch games, which is a connectivity error preventing access to Xbox Live services.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G138,2911998,new_issue,hardware_devices,no,high,"The customer is reporting a physical defect with a controller bumper, which falls under hardware_devices.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G139,2455726,new_issue,product_info_feedback,no,high,"The customer is asking a question about whether a specific behavior in split-screen mode is intended, which falls under product info/feedback.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G140,488317,new_issue,enforcement_safety,yes,high,"The customer reports that a communications ban remains active despite being told it was lifted, indicating a failed resolution.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G142,564242,new_issue,product_info_feedback,no,high,The customer is expressing a negative opinion and a suggestion regarding dashboard content/ads in response to a brand announcement.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G143,2772850,issue_followup,enforcement_safety,yes,high,The customer is following up on a suspension issue and requesting an account-specific check of their status.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G144,558079,new_issue,entitlements_subscriptions_codes,yes,high,"The customer is reporting a failure to redeem a code, which is an entitlement issue requiring a specific code lookup (ACCOUNT_SPECIFIC).",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G146,2511128,new_issue,support_process_complaint,yes,high,"The customer is complaining about the lack of acknowledgment regarding a server outage, making the support process complaint the primary intent due to its higher default risk.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G148,655963,new_issue,account_access_profile,yes,high,Customer wants to change their account region/profile settings to resolve a location mismatch error.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G149,2654523,new_issue,hardware_devices,no,high,"The customer is reporting a controller disconnecting from the console, which is categorized under hardware devices.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G150,634657,social_offtopic,,no,high,The message is social banter/self-promotion and contains no support request.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G151,1757562,new_issue,product_info_feedback,no,high,The customer acknowledges the previous help but asks a new question regarding the redeemability and sharing of a digital code.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G153,1693245,new_issue,hardware_devices,no,high,The customer is reporting a hardware issue regarding headset/mic audio functionality when charging.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G154,2654489,social_offtopic,,no,high,The message is a social comment/venting with profanity but does not contain a support request.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G155,109422,issue_followup,hardware_devices,yes,high,The customer is providing a follow-up regarding the hardware issue by confirming they have initiated a repair order.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G157,621222,issue_followup,connectivity_xbox_live,no,high,"The customer promises to report back on the ongoing party chat audio issue, which constitutes an issue follow-up.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G158,700164,new_issue,needs_more_context,no,high,"The message is a bare help request containing only a link, making the specific issue impossible to determine.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G160,169200,issue_followup,product_info_feedback,no,high,The customer is answering the brand's question about error messages and continuing their inquiry regarding FreeSync functionality.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G161,454248,new_issue,connectivity_xbox_live,yes,high,"The user asks if a service is down and indicates they have already attempted troubleshooting (resetting), which triggers the steps_failed rule.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G162,2654501,new_issue,account_access_profile,yes,high,"The customer is requesting assistance with Gamertag availability, which is an account profile issue requiring account-specific action.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G163,2420242,new_issue,product_info_feedback,no,high,The customer is asking about game version compatibility and how to resolve a version mismatch to play with friends.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G164,466465,new_issue,software_game_app,no,high,"The customer is reporting that a specific app (Blu-ray) freezes during use, which falls under software/app misbehavior.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G165,516196,new_issue,entitlements_subscriptions_codes,yes,high,"The customer is reporting a missing Game Pass reward, which is an entitlement issue requiring account-specific investigation.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G166,460972,acknowledgement_closing,,no,high,"The customer confirms the issue is resolved and thanks the brand, leaving no unresolved support issues.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G167,592486,new_issue,product_info_feedback,no,high,The customer is asking a how-to question regarding child account settings and game blocking.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G168,493809,new_issue,product_info_feedback,no,high,The customer is asking about the future availability of specific DLC content.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G169,118386,new_issue,hardware_devices,no,high,The customer is raising a new issue regarding their console not working in response to a brand announcement.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G171,519464,new_issue,connectivity_xbox_live,no,high,The user is reporting an inability to play Destiny 2 due to server issues.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G172,918426,new_issue,hardware_devices,no,high,"The issue affects the entire console (all games and the home screen), which triggers the hardware_devices intent via tie-break T1.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G173,118452,new_issue,purchases_billing_orders,yes,high,The customer is requesting a refund for an accidental purchase.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G174,2867423,new_issue,product_info_feedback,no,high,The customer is asking a question regarding the availability of a specific feature (keyboard and mouse support).,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G175,177198,new_issue,purchases_billing_orders,yes,high,The customer is asking for assistance with a payment method issue.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G176,2706407,acknowledgement_closing,,no,high,"The customer confirms the issue is fixed, meaning no unresolved support issue remains.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G177,461017,issue_followup,software_game_app,no,high,The customer is answering a troubleshooting question regarding the OneGuide app/feature.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G178,2695210,new_issue,hardware_devices,no,high,The customer is reporting a hardware power issue where the console turns on unexpectedly and is asking for the cause.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G179,2785454,new_issue,purchases_billing_orders,yes,high,"The customer is reporting a failure to complete a purchase, which falls under the purchases_billing_orders intent.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G180,170572,issue_followup,hardware_devices,no,high,The customer is providing details about their power setup in response to the brand's troubleshooting question regarding a console turning off.,gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
G182,509897,new_issue,entitlements_subscriptions_codes,yes,high,"The user's downloaded game is redirecting to the store, which indicates a problem with recognizing their entitlement or license.",gemini/gemma-4-26b-a4b-it,v1,2048,0.0,120
